blog_id,title,media_id,name,path,preview
214,Angsthund - Wie ist das Leben zu gestalten?,2048,hund-angst-schaeferhund,media/image/hund-angst-schaeferhund.jpg,1
215,Welche Katzenstreu ist das Beste?,2049,Katzenklo,media/image/Katzenklo.jpg,1
216,Radfahren mit Hunden > sollte nicht die erste Wahl sein!,2051,Fahrrad-Hund-Bubeck41Ue8h4fMqCv4,media/image/Fahrrad-Hund-Bubeck41Ue8h4fMqCv4.jpg,1
217,Borreliose bei Hunden - Was kann man machen?,2052,Wald-Hund-Bubeck,media/image/Wald-Hund-Bubeck.jpg,1
218,Dürfen Hunde Katzenfutter essen?,2053,hund-und-katz-bubeck,media/image/hund-und-katz-bubeck.jpg,1
219,Menschliche Medizin tabu für Haustiere,2058,Bubeck-Tierarzt,media/image/Bubeck-Tierarzt.jpg,1
220,Mein Hund hat Angst vor dem Autofahren - Was kann ich machen?,2059,Bubeck-Hunde-Auto,media/image/Bubeck-Hunde-Auto.jpg,1
221,Chow Chow - Der Bär mit der blauen Zunge,2060,Bubeck-Chow-Chow-Hund,media/image/Bubeck-Chow-Chow-Hund.jpg,1
222,Hunderasse Havaneser - Der Familienhund schlechthin,2061,Bubeck-Havaneser-Hund-Waldweg,media/image/Bubeck-Havaneser-Hund-Waldweg.jpg,1
223,Wie ernähre ich meinen Welpen richtig? Tipps und Mengenangaben,1664,animal-1284307,media/image/animal-1284307.jpg,1
224,Häufige Erkrankungen bei älteren Hunden - Wie kann ich helfen?,1670,Tierarzt_web,media/image/Tierarzt_web.png,1
225,Ernährung für ältere Hunde - Klasse statt Masse,1667,Tramp-und-Hund,media/image/Tramp-und-Hund.png,1
226,Welpenfutter für Havaneser - kräftig und gesund in die Zukunft,2082,Bubeck-Havaneser-Hund-Stein,media/image/Bubeck-Havaneser-Hund-Stein.jpg,1
227,Maßvolle Erziehung vom Labrador beginnt mit Welpenfutter,2083,Bubeck-Labrador-Welpen-suess,media/image/Bubeck-Labrador-Welpen-suess.jpg,1
229,Welpenfutter für einen Berner Sennenhund,2084,Bubeck-Bernersennen-Welpen,media/image/Bubeck-Bernersennen-Welpen.jpg,1
230,Passendes Welpenfutter für einen Chihuahua,2086,chihuahua-bubeck-welpen,media/image/chihuahua-bubeck-welpen.jpg,1
231,Welpenfutter als erster Erziehungsbaustein für den Mops,2087,mops-bubeck-welpen,media/image/mops-bubeck-welpen.jpg,1
232,Ein gesunder Schäferhund Dank hochwertigem Juniorfutter,2088,schaeferhund-bubeck-welpe,media/image/schaeferhund-bubeck-welpe.jpg,1
233,Optimales Welpenfutter für einen Jack Russell Terrier,2089,Jack-Russell-bubeck-welpe,media/image/Jack-Russell-bubeck-welpe.jpg,1
234,Ein passendes Welpenfutter für den Border Collie,2090,border-collie-bubeck-familie,media/image/border-collie-bubeck-familie.jpg,1
235,Kein Geld mehr: Krisen (wie durch Corona) mit einem Hund bewältigen,2102,Bubeck-Familie-mit-Hund,media/image/Bubeck-Familie-mit-Hund.jpg,1
236,Kartäuser Katzen sind beliebte Hauskatzen,2103,Bubeck-Karthaeuser-Katze,media/image/Bubeck-Karthaeuser-Katze.jpg,1
237,Katzen durch Spielzeug motivieren und beschäftigen,2104,Bubeck_Katze_Spielzeug,media/image/Bubeck_Katze_Spielzeug.jpg,1
238,Wie gestalte ich meinen Garten sicher für eine Katze mit Auslauf?,2105,Bubeck-katze-Garten,media/image/Bubeck-katze-Garten.jpg,1
239,Was mache ich mit meiner Katze im Urlaub?,2106,Bubeck-Katze-Urlaub,media/image/Bubeck-Katze-Urlaub.jpg,1
240,Das Leben mit der schönen Maine Coon Katze,2107,Main-Coon-Bubeck,media/image/Main-Coon-Bubeck.jpg,1
242,Eine wunderschöne Unbekannte: Die Sokoke Katze,1603,huhn_pur_100g_katze_100g,media/image/huhn_pur_100g_katze_100g.png,1
243,Designer Dog Nummer 1: Der Labradoodle,2125,Bubeck-Labradodell,media/image/Bubeck-Labradodell.jpg,1
244,Brauche ich für meine Katze eine Hausapotheke?,2126,Bubeck-Katze-mit-Frau,media/image/Bubeck-Katze-mit-Frau.jpg,1
245,CDS: Alzheimer Krankheit beim Hund,2141,Bubeck-Hund-Couch,media/image/Bubeck-Hund-Couch.jpg,1
246,Hilfe – meine Katze frisst nichts!,2161,Bubeck-Katze-frisst-nicht,media/image/Bubeck-Katze-frisst-nicht.jpg,1
247,Milch für die Katze – ja oder nein?,2162,Bubeck-katze-milch,media/image/Bubeck-katze-milch.jpg,1
248,Hundealter ist gleich Menschenjahre mal 7 – stimmt das?,2163,Bubeck-Hund-senior,media/image/Bubeck-Hund-senior.jpg,1
249,Darf ich eine Katze bestrafen und welche Folgen hat das?,2164,Bubeck-Katze-suess-blume,media/image/Bubeck-Katze-suess-blume.jpg,1
250,Junge Katzen vermitteln – worauf sollte man achten?,2166,Bubeck-Katzen-KittenpA29ENwmc6Psr,media/image/Bubeck-Katzen-KittenpA29ENwmc6Psr.jpg,1
251,Getreide ein billiger Füllstoff im Trockenfutter für Hunde?,997,KampfumBully1910-2,media/image/KampfumBully1910-2.png,1
252,Der Laserpointer als Lieblings-Spielzeug der Katze,2175,Bubeck-Korb-mit-Katze,media/image/Bubeck-Korb-mit-Katze.jpg,1
253,Zu heiß für Hund und Katze – Was sollte ich wissen?,2181,Bubeck-Hund-und-Katz,media/image/Bubeck-Hund-und-Katz.jpg,1
254,"Wie verhalte ich mich, wenn ich einen Fundhund entdecke?",2182,Bubeck-Hund-Tramper,media/image/Bubeck-Hund-Tramper.jpg,1
255,Stolze Schönheit in Weiß – die Chinchilla Katze,1603,huhn_pur_100g_katze_100g,media/image/huhn_pur_100g_katze_100g.png,1
256,Katzen züchten – was muss ich wissen?,2183,Bubeck-Katzen-Kitten-Suess,media/image/Bubeck-Katzen-Kitten-Suess.jpg,1
258,Wie kann aktiver Tierschutz aussehen?,2184,Bubeck-Katze-Tierschutz,media/image/Bubeck-Katze-Tierschutz.jpg,1
259,Das Welpenfutter für eine Bracke auswählen,2185,Bubeck-Schweisshund,media/image/Bubeck-Schweisshund.jpg,1
260,Welpenfutter für einen Pudel?,2186,Bubeck-Pudel-Welpen,media/image/Bubeck-Pudel-Welpen.jpg,1
261,Soll mein Hund bei mir im Bett schlafen?,2189,Bubeck-Hund-im-Bett,media/image/Bubeck-Hund-im-Bett.jpg,1
262,Lieblings-Spielzeug Tennisball: Gefahr für den Hund?,2190,Bubeck-Hund-Spielzeug,media/image/Bubeck-Hund-Spielzeug.jpg,1
263,Ein Riese mit Kuschelfaktor: Die Deutsche Dogge,2192,Bubeck-D-nische-Dogge,media/image/Bubeck-D-nische-Dogge.jpg,1
264,Sind Katzen wirklich eifersüchtig?,2193,Bubeck-Katze-Augen,media/image/Bubeck-Katze-Augen.png,1
265,Wie groß muss meine Wohnung für ein Leben mit Hund sein?,2194,Bubeck-Hund-Haus,media/image/Bubeck-Hund-Haus.jpg,1
266,Die häufigsten Fehler bei der Hunde Erziehung,2195,Bubeck-Hund-Wohnung,media/image/Bubeck-Hund-Wohnung.jpg,1
267,Ein Überblick: Ultraschall Diagnostik beim Hund,2196,Bubeck-Labrador-Welpe,media/image/Bubeck-Labrador-Welpe.jpg,1
269,GPS Tracking für meinen Hund?,2210,Bubeck-Zwergschnauzer-Wald,media/image/Bubeck-Zwergschnauzer-Wald.jpg,1
270,Hund entlaufen - was kann ich jetzt tun?,2211,Bubeck-Labrador-Wald,media/image/Bubeck-Labrador-Wald.jpg,1
271,Mein Haustier ist tot – wo soll es bestattet werden?,2212,Bubeck-Hund-Licht,media/image/Bubeck-Hund-Licht.jpg,1
272,Allerlei Wissenswertes über den Münsterländer,2213,Bubeck-M-nsterl-nder,media/image/Bubeck-M-nsterl-nder.jpg,1
273,Merkzettel für den Winter mit Hund,2214,Bubeck-Bernhardiener-Winter,media/image/Bubeck-Bernhardiener-Winter.jpg,1
274,Hunde und Wasser: Schwimmen ist nicht alles!,2215,Bubeck-Labrador-schwimmt,media/image/Bubeck-Labrador-schwimmt.jpg,1
275,Wenn Hund und Igel sich „Gute Nacht“ sagen,2216,Bubeck-hund-igel,media/image/Bubeck-hund-igel.jpg,1
276,"Hilfe, meine Katze ist nachtaktiv!",2217,Bubeck-Katze-Nacht,media/image/Bubeck-Katze-Nacht.jpg,1
277,Liebenswürdiger Grieche: Der Alopekis,2218,Bubeck-Hunderasse-Alopekis,media/image/Bubeck-Hunderasse-Alopekis.jpg,1
278,Aller Anfang ist schwer: Den Welpen sozialisieren und eingewöhnen,2229,Bubeck-Welpen,media/image/Bubeck-Welpen.jpg,1
279,Der perfekte Haushalt – geht das mit Hund und Katze?,2230,Bubeck-Hund-und-KatzEjVy1TLXJ2ZX8,media/image/Bubeck-Hund-und-KatzEjVy1TLXJ2ZX8.jpg,1
280,Die richtige Auslastung eines Hundes – zwischen Langeweile und Überforderung,2231,Bubeck-Hund-spielen,media/image/Bubeck-Hund-spielen.jpg,1
281,Futteraggression bei Hunden – was kann man tun?,2232,Bubeck-hund-fressen,media/image/Bubeck-hund-fressen.jpg,1
282,Allergie oder nicht? Warum hat mein Hund Juckreiz?,2241,Bubeck-Hund,media/image/Bubeck-Hund.jpg,1
283,Die schwarze Schönheit: Die Bombay Katze,2242,Bubeck-Bombay-Katze,media/image/Bubeck-Bombay-Katze.jpg,1
284,Kinder und Hunde in einem Haushalt,2243,Bubeck-Kind-Hund,media/image/Bubeck-Kind-Hund.jpg,1
285,Rund um die OP: Was darf mein Hund und was nicht?,2244,Bubeck-Hund-Halskrause,media/image/Bubeck-Hund-Halskrause.jpg,1
286,Pheromone erleichtern das Leben mit einer Katze,2284,Bubeck-Katze,media/image/Bubeck-Katze.png,1
287,Hundebiss – was der Halter wissen sollte,2514,Bubeck-Hund-biss,media/image/Bubeck-Hund-biss.jpg,1
288,Macht eine App für Hundehalter Sinn?,2515,Bubeck-Hund-App,media/image/Bubeck-Hund-App.jpg,1
289,Animal Hoarding – was macht das aus den Tieren?,2734,Bubeck-Hund-suess,media/image/Bubeck-Hund-suess.jpg,1
290,Spulwürmer beim Hund erkennen und bekämpfen,2735,Bubeck-Hund-unter-der-Decke,media/image/Bubeck-Hund-unter-der-Decke.jpg,1
291,Menschlicher Leichtsinn: Lebensgefahr für die Katze!,2739,Bubeck-Katze-Blume,media/image/Bubeck-Katze-Blume.jpg,1
292,Wie viel Schlaf ist bei Hunden normal?,2740,Bubeck-Hund-schlaf,media/image/Bubeck-Hund-schlaf.jpg,1
293,Wie erkennt der Laie das Alter eines Hundes?,2741,Bubeck-Hund-alter,media/image/Bubeck-Hund-alter.jpg,1
296,Warum sollten Hunde gegen Zwingerhusten geimpft werden?,2747,Bubeck-Hund-Zwinger-Zwingerhusten,media/image/Bubeck-Hund-Zwinger-Zwingerhusten.jpg,1
297,Wohin gehört das Katzenklo?,2748,Bubeck-Katzenklo-Geruch,media/image/Bubeck-Katzenklo-Geruch.jpg,1
298,Viruserkrankung Staupe – wie gefährlich ist sie?,2749,Bubeck-Hund-staube,media/image/Bubeck-Hund-staube.jpg,1
299,Soll mein Hund mit an den Arbeitsplatz?,2760,Bubeck-Arbeitsplatz-Hund,media/image/Bubeck-Arbeitsplatz-Hund.jpg,1
300,Macht eine App für Hundehalter Sinn?,2761,Bubeck-Hund-Handy,media/image/Bubeck-Hund-Handy.jpg,1
301,Ein faszinierendes Haustier: Die Savannah Katze,2762,Bubeck-Savannah-Katze,media/image/Bubeck-Savannah-Katze.jpg,1
302,Eifersucht als Problem bei Hund und Katze,2763,Bubeck-Hund-Katz-Freunde,media/image/Bubeck-Hund-Katz-Freunde.jpg,1
303,Eine Geschichte für sich: Katzen und Insekten,2764,Bubeck-Katze-Insekten,media/image/Bubeck-Katze-Insekten.jpg,1
304,Warum sollten Hunde gegen Zwingerhusten geimpft werden?,2871,Bubeck-Hund-Husten,media/image/Bubeck-Hund-Husten.jpg,1
305,Futterumstellung: Wann ist der beste Zeitpunkt für das Ende vom Welpenfutter?,2872,Bubeck-Welpe-Futterumstellung,media/image/Bubeck-Welpe-Futterumstellung.jpg,1
306,Was können Hunde schmecken?,2880,Bubeck-was-schmeckt-dem-Hund,media/image/Bubeck-was-schmeckt-dem-Hund.jpg,1
307,Wie gut können Hunde hören?,2881,Bubeck-was-h-re-ich-da,media/image/Bubeck-was-h-re-ich-da.jpg,1
308,Bubeck erklärt Zughundesport - Das Equipment | von Anja und Matti,2905,Matti-on-tour,media/image/Matti-on-tour.jpg,1
309,Tipp #1 der Allgäu Hunters: SUP mit dem Hund,2915,Bubeck-Allg-u-Hunters-SUP-mit-Hund,media/image/Bubeck-Allg-u-Hunters-SUP-mit-Hund.jpg,1
310,Wandern mit Hund,2921,Bubeck-Allg-u-Hunters-auf-dem-Berg,media/image/Bubeck-Allg-u-Hunters-auf-dem-Berg.jpg,1
311,Die Fütterung von Jagdhunden,2989,der-Jagdhund-Bubeck-f-ttert-die-Hunde,media/image/der-Jagdhund-Bubeck-f-ttert-die-Hunde.jpg,1
312,"Mein Hund, der Veganer",770,werbetext1900Bubeck,media/image/werbetext1900Bubeck.png,1
